video,label,frame_idx,angle_elbow_L,angle_elbow_R,angle_shoulder_L,angle_shoulder_R,angle_hip_L,angle_hip_R,angle_knee_L,angle_knee_R
shoulder_press_01.mp4,shoulder_press,0,30.954449365649662,44.52272431350815,48.344088631341464,33.171284489331036,12.015226587333775,54.56199664612564,79.1193538652813,70.40047287492241
shoulder_press_01.mp4,shoulder_press,2,31.888219167057485,43.30516236428018,68.34992111483932,27.165452143769777,32.59101594142314,51.858205693910506,81.00405256656195,69.65931403730451
shoulder_press_01.mp4,shoulder_press,4,34.717598051600454,43.46605699551589,62.437557348842226,40.45806230434515,28.77577828163757,64.69638754171271,84.62287636251247,72.115470218026
shoulder_press_01.mp4,shoulder_press,6,38.498848430974455,44.49456629403664,58.95301924250783,25.463638503393984,27.220341745442223,39.966910688224814,87.13796299109083,76.07581786346404
shoulder_press_01.mp4,shoulder_press,8,44.027692085560076,47.651838476738035,56.41519195710938,56.409497676167035,24.465527568116396,36.30659226817128,92.60028237667785,81.78711413665583
shoulder_press_01.mp4,shoulder_press,10,49.075579408576544,52.11487567627673,42.04663387789175,2.844962614241165,13.482583076371743,9.136177105023375,99.60921750379637,91.33907376547467
shoulder_press_01.mp4,shoulder_press,12,53.650910336241786,52.97433713926666,9.012448807780086,21.90549521091265,13.434777868634434,12.801731713218132,104.95010121363639,94.89266563442779
shoulder_press_01.mp4,shoulder_press,14,62.593624772340306,58.54891728941606,0.6129363385357691,16.950573077495,27.30982894597437,5.908532825331675,114.95851652719972,101.91008340637488
shoulder_press_01.mp4,shoulder_press,16,70.11308084223454,65.73132459337248,36.32371888059193,25.7679240186923,69.21656707345576,14.465849014522739,119.6755167099681,107.91395613078735
shoulder_press_01.mp4,shoulder_press,18,71.71429845307651,68.53509212228913,50.62710800891306,171.2094250037111,70.84198923690803,163.45930077897762,121.29968682733028,112.27610751683795
shoulder_press_01.mp4,shoulder_press,20,77.32135452926096,73.23601216147682,43.92529774398142,127.40054313895405,63.51059696189385,150.6763202701164,130.39370601059335,120.23264674889171
shoulder_press_01.mp4,shoulder_press,22,84.30597826266148,77.00199754774175,45.576502121650506,144.64356617084326,61.025994823949596,162.48574943080175,137.07288343500926,125.67739126299273
shoulder_press_01.mp4,shoulder_press,24,90.41271433454017,82.1145093173744,43.956057125744216,133.80563311182922,62.445515920006045,125.94563105725287,141.70334656610677,128.71494487251124
shoulder_press_01.mp4,shoulder_press,26,104.11270592320352,96.68917321725259,27.990836463348238,126.81723539442258,18.564745329269975,119.91222886300221,150.51967783792165,133.95570048993872
shoulder_press_01.mp4,shoulder_press,28,126.92208702604154,112.06156779820545,138.26912981523228,143.61521827442266,134.669686876373,131.03106705749957,161.7876452359874,142.73304031303437
shoulder_press_01.mp4,shoulder_press,30,139.0192397720791,123.75145480733198,177.11221789639603,138.8358781320909,179.13407641648587,124.56519334878135,170.5255970621633,149.55599907269476
shoulder_press_01.mp4,shoulder_press,32,157.56391573093515,145.29268696466616,160.1998095453156,135.19266989010222,164.62981433654406,117.86990139062416,178.98528569718238,162.19702322038248
shoulder_press_01.mp4,shoulder_press,34,166.63637289852733,169.3383427477582,142.39348266645774,133.08356340470698,143.8518509123339,102.67463748924403,172.06860027330123,175.66839766180763
shoulder_press_01.mp4,shoulder_press,36,175.7836458118343,177.6487306363388,137.84766636717006,143.50510906803746,142.80471403535142,112.71355858191703,167.82396352360217,175.48295037355805
shoulder_press_01.mp4,shoulder_press,38,178.5104909697828,179.41885441634932,142.05885598214147,147.9567889788231,154.32306138935135,128.3563644425874,164.3880870748972,174.32718638356565
shoulder_press_01.mp4,shoulder_press,40,176.65841847512576,178.84292476269772,143.27768997412136,147.06127276715995,152.84421364522612,135.0218091446338,164.13799373780856,173.9076385962881
shoulder_press_01.mp4,shoulder_press,42,175.9647808777733,179.22696261958117,157.17594236802265,152.77299924875376,170.01656529613783,141.07482501334061,164.75808665011002,174.559503330328
shoulder_press_01.mp4,shoulder_press,44,178.9033561900124,178.7704438403225,158.71969563294584,152.88147762923626,168.99786518789156,140.79477481827638,168.0515118968464,173.54056193808512
shoulder_press_01.mp4,shoulder_press,46,179.5902610465883,179.35623413228294,161.8935953457818,152.6727658169795,172.10180870504118,139.8057359988939,169.6083080383643,173.94695774688154
shoulder_press_01.mp4,shoulder_press,48,179.10387047350108,177.41139074238387,163.70613732524075,153.60116229850124,167.6084672158823,138.12227712128006,171.00629752378944,175.03935286930516
shoulder_press_01.mp4,shoulder_press,50,179.24540778966974,176.61753844093258,164.77887203225674,153.25781902648808,165.06997074569873,140.29467784243948,171.0453548883221,175.45674816296068
shoulder_press_01.mp4,shoulder_press,52,179.31357431940418,175.9230175059658,164.68111379208153,153.33252803098418,164.99192383437358,141.14483170543014,170.95327935612622,175.8646405293427
shoulder_press_01.mp4,shoulder_press,54,179.0597557831605,175.43305425164542,165.02395125113514,153.76334027860653,165.05620465429064,141.86056699924433,171.05903418062948,176.25053824522732
shoulder_press_01.mp4,shoulder_press,56,178.73097119747197,175.21299826887875,165.24253592374757,153.7905456050026,164.98886452886873,142.10146697999548,171.1769254767147,176.61748055925895
shoulder_press_01.mp4,shoulder_press,58,178.40627262791614,175.06203458493852,165.78725283857813,154.08919579131307,165.13986697488122,142.57807872506837,171.27904029165998,176.89039064421056
shoulder_press_01.mp4,shoulder_press,60,178.29383190854156,174.81987044551434,165.627188959204,154.19131909752593,164.85003022333174,143.12034881251537,171.2331666532264,177.16834808623216
shoulder_press_01.mp4,shoulder_press,62,178.14987408193628,174.64053692786342,165.50376389483984,154.5751122248365,164.42822464108963,143.83467113954612,171.23383888082964,177.38176790194993
