video,label,frame_idx,angle_elbow_L,angle_elbow_R,angle_shoulder_L,angle_shoulder_R,angle_hip_L,angle_hip_R,angle_knee_L,angle_knee_R
bicep_curl_02.mp4,bicep_curl,0,150.08402750452237,152.2655845374399,158.33707840771405,174.65217645123445,178.43177155481501,177.65715320138247,22.883130552923724,16.168395743054198
bicep_curl_02.mp4,bicep_curl,2,146.75602057525538,154.26199103938552,159.65388134159397,174.56242170339618,179.71606970292765,177.5612060419025,22.893474112709523,15.6637938259141
bicep_curl_02.mp4,bicep_curl,4,146.47695522714503,156.88671236045136,160.5653374344019,174.71961869526976,179.28865589965383,177.6315620932083,23.19584822280948,15.535069077388036
bicep_curl_02.mp4,bicep_curl,6,144.80551930425608,154.8816318607018,160.9459330850896,174.58217075824948,179.60583887206212,178.0368617041875,24.13494557352361,15.168240183316232
bicep_curl_02.mp4,bicep_curl,8,135.6652758480237,154.04924101560752,161.85689609762807,176.820969534561,179.17741855532117,176.15101349738882,22.469625105091595,18.284422069212706
bicep_curl_02.mp4,bicep_curl,10,127.73970154146465,153.35940102670045,161.88896967824888,176.25743809450515,179.19764939945026,173.94643958998088,20.86555037834517,23.85135027239416
bicep_curl_02.mp4,bicep_curl,12,108.74568546506963,165.16302829447392,159.35768291100317,172.1072533168332,179.69225862684172,174.9908147973043,18.738259912157666,25.140828926910938
bicep_curl_02.mp4,bicep_curl,14,104.32032449658601,168.76204120271333,156.72160000290955,172.09055838170354,179.34928076163897,174.49440783169308,17.037623334766366,27.86083294896459
bicep_curl_02.mp4,bicep_curl,16,91.54222522438272,111.4761538378148,156.48835537651794,172.1003425294107,178.2121685234344,175.36544377887486,10.838830889949103,32.02414661992759
bicep_curl_02.mp4,bicep_curl,18,83.01247526673872,93.72937697899683,156.9681472392815,172.786180937694,177.44503090792114,175.4998066488558,2.4923789254825763,29.605449426317044
bicep_curl_02.mp4,bicep_curl,20,82.1268691200213,88.02996458554584,156.2431292052224,172.9977816316652,176.2288238090464,174.19917054347718,11.283290011904796,38.25990492457104
bicep_curl_02.mp4,bicep_curl,22,78.2539717808309,83.21595442674644,154.90894302909516,172.31497121800388,175.96856805336017,173.1067585841239,12.640332032868827,43.12906242721172
bicep_curl_02.mp4,bicep_curl,24,76.98522779943359,81.33413389617859,152.32287847638085,170.71777840286748,175.85192087591628,172.50956663863798,14.765264836744146,48.58227817936403
bicep_curl_02.mp4,bicep_curl,26,74.8395381089028,78.3364940211671,149.15224788885513,170.16854616909032,175.72180974025983,171.64851675462765,15.340071555485695,51.7862281674296
bicep_curl_02.mp4,bicep_curl,28,68.8491144795131,71.423699880567,149.35988517218433,170.15493515562028,174.6298347272448,171.34628295826977,14.498146017637959,51.22250039893441
bicep_curl_02.mp4,bicep_curl,30,66.57404601212002,68.66509446639496,149.67001607781086,169.82929128275634,175.53142977849123,173.3719375885536,16.297367916662242,50.72862115745356
bicep_curl_02.mp4,bicep_curl,32,66.28560528175211,65.91508487403078,149.92448785020653,169.85793511350238,175.41136026518637,174.79560577777414,15.291431921214961,50.43676430683393
bicep_curl_02.mp4,bicep_curl,34,66.07098924852068,70.11252519635597,151.66196200302744,170.6986789942215,174.7201011295638,175.14259524908283,13.891042282449312,49.45956384297247
bicep_curl_02.mp4,bicep_curl,36,67.3297060535603,73.89095300350128,151.79502554670174,170.2859634495235,174.85014284603915,175.70704845283475,11.278925624577232,47.60514149771301
bicep_curl_02.mp4,bicep_curl,38,66.5082753433032,79.06742856930619,154.0955504150086,170.42716143289223,173.77766918322178,176.15152228243696,9.087893873993057,48.657426270474836
bicep_curl_02.mp4,bicep_curl,40,75.32041808759652,85.80696344419466,154.24985133714515,170.56711890551685,174.25549933225935,176.54101458038176,12.727183244453848,49.08834227723016
bicep_curl_02.mp4,bicep_curl,42,86.8849238431287,98.0793141661826,156.08422436784394,170.13199253130932,173.33838119680513,177.70023889458216,12.591548258537733,43.13044614291345
bicep_curl_02.mp4,bicep_curl,44,96.74898102763451,103.71732399953531,157.2192793854228,171.54369235273901,173.30335203300228,178.77970952560145,12.507650137711048,39.617120519502485
bicep_curl_02.mp4,bicep_curl,46,97.31645480744388,114.70603653400477,157.70207646923012,169.47880807351805,172.28415746504032,179.68224814704237,7.6682322260929245,33.07267344628861
bicep_curl_02.mp4,bicep_curl,48,108.24105766970037,102.50682766982104,157.60548073530478,170.7991810739396,173.15146250203347,178.7758669440977,2.5290973354387214,32.168015715936
bicep_curl_02.mp4,bicep_curl,50,101.975404818431,141.83557360168396,156.64108082710354,170.15815134872085,175.19221349375576,178.37514203366865,13.65064762660005,26.744161763538123
bicep_curl_02.mp4,bicep_curl,52,103.31141089922289,159.1786384755596,156.0038922582344,170.60679275104752,176.90433501505936,177.68615443384184,20.503136288404733,23.383859403507543
bicep_curl_02.mp4,bicep_curl,54,104.62310918975355,174.93221467349872,156.09985597745006,170.84085930766634,177.27516111514495,177.47198639656924,19.15225076713242,23.615677592826408
bicep_curl_02.mp4,bicep_curl,56,104.73249386396992,176.43234339463802,156.07690483440476,171.3256754187849,177.9650025607766,177.01698725268452,22.962087990752682,24.450573064951456
bicep_curl_02.mp4,bicep_curl,58,113.44742534549925,164.97031076010438,156.2162453787845,171.81925857821466,178.16250488618604,176.4711909376964,25.17123728822695,20.759197757656132
bicep_curl_02.mp4,bicep_curl,60,111.27717919477499,156.10195496927577,155.96630705333794,174.10611560541082,178.45528297582655,176.48353004617027,29.224499871315675,19.539165481145158
bicep_curl_02.mp4,bicep_curl,62,113.48728605038912,154.13777947914994,156.00027314504734,175.22738379687502,179.70791692016053,177.22561270245444,30.453388338814843,18.057209622465752
bicep_curl_02.mp4,bicep_curl,64,115.88449284362467,154.59041306737944,156.40753809071086,176.29197123463385,179.62569987869472,177.6011802755099,29.28962532355876,17.800854403514194
bicep_curl_02.mp4,bicep_curl,66,114.23368931762784,152.93690329509877,156.76745098061048,176.64438643162887,179.5162404359104,177.39495884013087,30.158288566899056,17.807600477745666
bicep_curl_02.mp4,bicep_curl,68,114.22628730623686,147.30795856888162,156.54001171882484,176.62704445883614,179.58222151205678,176.54373259739282,30.235305675446707,17.200998042263695
bicep_curl_02.mp4,bicep_curl,70,110.67322465023436,140.02813980842507,156.63264120925575,175.10495041087043,179.7375573611974,175.85834675617522,29.673131472318865,15.58576315831134
bicep_curl_02.mp4,bicep_curl,72,102.38797886347956,142.7424485941677,157.01299364634028,175.53397279092533,179.4181813986662,173.9904461100349,29.11173401843201,18.774837956511494
bicep_curl_02.mp4,bicep_curl,74,96.687710566836,145.66265337845522,156.67941397056765,173.97780292429442,178.64462537334757,173.594241758098,27.366821078187563,19.930678981417444
bicep_curl_02.mp4,bicep_curl,76,91.40562188827893,120.0439117202587,158.25055766018073,173.66763413489446,176.80843151331078,173.1896875613213,25.347467725219694,31.43276563095682
bicep_curl_02.mp4,bicep_curl,78,82.86133475462267,65.56997459506569,158.55036920911797,173.4169741115787,175.12066412072852,172.95337983195668,9.526460593048084,29.202486650167156
bicep_curl_02.mp4,bicep_curl,80,85.6151655783583,22.764866114568353,158.94678956330117,174.70187338956453,174.81631613099603,171.1590868156711,1.5759462693178374,35.142909119303845
bicep_curl_02.mp4,bicep_curl,82,80.40414169649056,90.29758584989781,156.2510227135311,172.12480589293912,175.64967348171112,172.43511507994964,10.750449149195697,40.05381704075616
bicep_curl_02.mp4,bicep_curl,84,80.68799231360667,88.75722988886841,155.37910008694934,170.69398940892933,175.2452310688223,173.55892322067103,13.696530818878625,48.61974701852818
bicep_curl_02.mp4,bicep_curl,86,78.21695317517279,84.68368373218773,152.23716901288626,170.4836350404578,174.9174675553918,172.85347741865013,13.931625109089765,53.2641877768781
bicep_curl_02.mp4,bicep_curl,88,74.24590718479769,76.46159625256297,151.36762010723285,168.91720229043324,173.0974602224263,172.29683513945653,21.92770094192333,53.858654771619776
bicep_curl_02.mp4,bicep_curl,90,67.78462906279893,64.69100066826869,152.04565535299716,167.7948849901808,174.73645567645383,175.51834295795243,19.68314214523549,53.330406962410855
bicep_curl_02.mp4,bicep_curl,92,66.03431295672392,65.57179003021109,155.62103550676215,169.27357968037023,172.22193504890342,175.48876476551078,21.230235294764253,53.84299366008063
bicep_curl_02.mp4,bicep_curl,94,66.91545745503277,65.10579351339453,155.18652193622472,170.50280257248943,172.9126030173815,174.92641882249507,16.076035104786147,53.85479370780019
bicep_curl_02.mp4,bicep_curl,96,64.45112253232648,69.81687261360445,155.16181126028278,170.5936820497617,172.3488318285563,174.4783067352099,13.16135253063167,51.60530519775868
