video,label,frame_idx,angle_elbow_L,angle_elbow_R,angle_shoulder_L,angle_shoulder_R,angle_hip_L,angle_hip_R,angle_knee_L,angle_knee_R
squats_01.mp4,squats,0,179.58598537538776,174.32646089887052,58.900854419200805,53.56028398283317,88.53576054611503,86.82936890184062,129.9773541203155,134.89156432205155
squats_01.mp4,squats,2,178.23819123138114,174.70168846926984,59.56134701316059,53.95433834404146,88.27973087185597,86.1975923282893,129.54364951649907,134.94823863839724
squats_01.mp4,squats,4,176.98831572991656,175.45459299563615,59.191748746676254,53.36304831953716,87.80315467562335,84.22424037981884,130.36164372107348,135.92793966053407
squats_01.mp4,squats,6,176.9732084954068,175.58860182150653,57.347260677273994,52.15648147261737,81.69292027976033,81.24746175150062,130.51201405013705,136.12769781695366
squats_01.mp4,squats,8,176.05488782417615,174.35544861555962,55.543018229249455,50.77090907515866,78.26915696976589,77.71561685346833,130.11480514637836,135.15090303331712
squats_01.mp4,squats,10,175.3117801273308,174.35510141105402,54.002347589906186,49.27139761846702,76.39260819982589,75.05154597007613,130.1700582218444,135.50807485146223
squats_01.mp4,squats,12,173.25796570576716,174.16450471778097,52.795609265135816,47.399778922626524,73.63384351582181,72.70036303958699,129.02095064568687,136.29596674536933
squats_01.mp4,squats,14,174.2127696740714,175.2802559615137,51.46180510382794,46.626511128760114,72.34620682877603,71.27146569478029,129.3762628399356,136.85213308049418
squats_01.mp4,squats,16,175.1515974345139,176.46094116894056,50.09395904174604,45.0864786625836,69.06779957884793,68.18649470157126,129.47015982456654,137.18403666159523
squats_01.mp4,squats,18,175.5661924695934,176.75278966875356,48.971087844552216,43.226759058458455,64.80052139257648,64.09143100048797,129.60901149602594,137.32546271783946
squats_01.mp4,squats,20,177.81018407656563,177.96557968011385,46.70214746888874,41.646062787859606,61.677207513662374,61.138346250124556,130.56694616815577,137.9348849314632
squats_01.mp4,squats,22,178.3385784479917,177.71261250826942,45.830872210957914,40.127247199166895,59.398650147782995,58.97892156893403,130.53055489566182,138.32700498613622
