video_id,label,elbow_L_mean,elbow_L_std,elbow_L_min,elbow_L_max,elbow_L_ptp,elbow_L_d_mean,elbow_L_d_max,elbow_R_mean,elbow_R_std,elbow_R_min,elbow_R_max,elbow_R_ptp,elbow_R_d_mean,elbow_R_d_max,shoulder_L_mean,shoulder_L_std,shoulder_L_min,shoulder_L_max,shoulder_L_ptp,shoulder_L_d_mean,shoulder_L_d_max,shoulder_R_mean,shoulder_R_std,shoulder_R_min,shoulder_R_max,shoulder_R_ptp,shoulder_R_d_mean,shoulder_R_d_max,hip_L_mean,hip_L_std,hip_L_min,hip_L_max,hip_L_ptp,hip_L_d_mean,hip_L_d_max,hip_R_mean,hip_R_std,hip_R_min,hip_R_max,hip_R_ptp,hip_R_d_mean,hip_R_d_max,knee_L_mean,knee_L_std,knee_L_min,knee_L_max,knee_L_ptp,knee_L_d_mean,knee_L_d_max,knee_R_mean,knee_R_std,knee_R_min,knee_R_max,knee_R_ptp,knee_R_d_mean,knee_R_d_max,wrist_y_rel_L_mean,wrist_y_rel_L_std,wrist_y_rel_L_min,wrist_y_rel_L_max,wrist_y_rel_L_ptp,wrist_y_rel_L_d_mean,wrist_y_rel_L_d_max,wrist_y_rel_R_mean,wrist_y_rel_R_std,wrist_y_rel_R_min,wrist_y_rel_R_max,wrist_y_rel_R_ptp,wrist_y_rel_R_d_mean,wrist_y_rel_R_d_max,hip_y_mean,hip_y_std,hip_y_min,hip_y_max,hip_y_ptp,hip_y_d_mean,hip_y_d_max,motion_ratio_upper_lower
biceps_curl_01,biceps_curl,161.79662449993972,40.933617207863755,10.81260919992887,179.84894126021126,169.0363320602824,10.032176635452139,97.97958839524048,166.04209008620498,29.284965357404456,31.259825085668258,179.2799006224221,148.02007553675384,9.501129866843014,68.57474094778955,8.99748109006749,2.6030388499881236,0.057266640831844386,13.78833082832856,13.731064187496715,1.372796941791062,8.446911382710796,9.973270471225026,2.3538569535697813,0.17993740172048123,12.950551824132079,12.770614422411597,1.5388269839810382,8.844533819239123,173.8022522899879,2.4167523474093944,169.0425025181368,178.9694243816541,9.926921863517293,2.0072706948379855,6.160656718594794,172.87830222560913,2.02772208919463,169.56364489333723,178.43140711125844,8.86776221792121,1.2838176514511734,8.114794836888052,177.06482679385684,3.1798889844364004,161.48946765766453,179.9507361144733,18.461268456808767,1.6750102364224968,17.34117640734962,176.62824491085001,2.411134520561811,167.34066510802384,179.81019163246458,12.469526524440738,1.228647411775164,12.168489221942394,0.9010744881839462,0.19027592889086867,0.36507479892395567,1.178882155319758,0.8138073563958023,0.03159236531114606,0.17192229198860254,0.9167119833833774,0.17612572233086923,0.4141094327451642,1.194425520843009,0.7803160880978448,0.03292562615354971,0.13471397355878745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6232204594091058
biceps_curl_01,biceps_curl,100.2189553553878,79.6836489071984,5.414414494258282,179.84894126021126,174.43452676595297,14.612001419333444,144.14439871678098,111.78616052289898,73.16965622736379,11.776073373457217,179.2799006224221,167.50382724896488,14.575043672243321,103.78637746783397,9.67335652741738,2.7082023068227326,0.057266640831844386,13.78833082832856,13.731064187496715,1.083959117577843,8.446911382710796,9.651954020539646,2.19846590840704,0.17993740172048123,12.206910505815298,12.026973104094816,1.3168503404341294,8.844533819239123,175.4041643981039,1.531698121290936,171.69072390154886,178.9694243816541,7.278700480105243,1.0015604338014599,6.160656718594794,173.83206186041573,1.9486552906788501,169.56364489333723,178.43140711125844,8.86776221792121,0.8004775865392093,8.114794836888052,178.63820321884572,1.0879157291547947,176.0093742457221,179.99378041075482,3.984406165032709,0.5242971459558144,2.74846427505463,177.44685786184658,1.6117437321455632,174.33465746586643,179.85308534386854,5.5184278780021145,0.45973785979581233,1.8815688673524846,0.61615187367494,0.2839705801503291,0.24144063008008942,0.9811904731458901,0.7397498430658007,0.04889336510125764,0.17192229198860254,0.6441693201399813,0.2694735085289681,0.27218977546223366,0.9675715428244751,0.6953817673622414,0.047853174161562415,0.16397580237538012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.337769776226358
biceps_curl_01,biceps_curl,83.90648019428839,83.29731650802765,2.521954297156744,179.27197905482092,176.75002475766416,12.482655821777282,144.14439871678098,97.58713885609652,76.93389989602449,11.322035562044084,179.1107718513127,167.78873628926863,11.771599482437617,103.78637746783397,9.79693735714668,1.2608398045088687,7.441274790136939,11.342851764353453,3.901576974216514,0.37291268467344696,2.0750708169253187,9.657530688850727,0.6472075912213204,8.49799741156781,10.600937379282351,2.1029399677145406,0.34858156699898507,1.309900404923921,176.264727548919,0.505581057275374,175.51704548399042,177.21049486660291,1.6934493826124992,0.19767035847144732,0.7013719802037883,175.06002707220838,0.6543959370595849,173.65308909972526,176.38946016348152,2.736371063756252,0.2331532526966012,0.9575876945011714,179.42435186129703,0.3717216737500069,178.62939968188488,179.99378041075482,1.3643807288699463,0.1949029137995063,0.7496440887846916,178.4332346050859,0.9987293947281426,176.97607126565498,179.85308534386854,2.8770140782135627,0.24337550725668922,0.8694204152131135,0.5463144935872976,0.26959204757779176,0.24144063008008942,0.9141806361130702,0.6727400060329808,0.04967436663033811,0.1998888432474698,0.5828093496986858,0.2641143331676291,0.27218977546223366,0.9405484160089415,0.6683586405467078,0.04852030178002817,0.17047602569911602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.737419347609055
biceps_curl_01,biceps_curl,99.11226991331327,84.61142966028554,2.0148426450613033,179.619558552902,177.6047159078407,12.500338482737089,162.041124140821,109.09764689643076,76.29953786368858,7.659940598125305,179.1107718513127,171.4508312531874,11.831004074157216,104.17111557027938,9.635222785286299,1.269880678989375,7.441274790136939,11.464947335329146,4.023672545192207,0.3822515728391141,2.0750708169253187,9.714186673147676,0.6906175343093668,8.49799741156781,10.94449480685192,2.4464973952841085,0.29386761776877013,1.309900404923921,176.17718449268688,0.7631341453867012,174.49121710128546,177.21049486660291,2.7192777653174574,0.22775399915461542,1.3009812068428346,174.7842808567134,0.7553994506373527,173.76874062622693,176.38946016348152,2.620719537254587,0.21281410497002087,0.9575876945011714,179.48450194243068,0.43775627448634946,178.5811996961887,179.995131572448,1.413931876259312,0.2255141891995514,0.7960991114011335,178.1458312007579,1.2924022181397696,176.16363883715684,179.79118730497808,3.627548467821242,0.29272164828559205,2.2776680629743,0.588190431476718,0.2786381691930428,0.2179588448992571,0.9141806361130702,0.6962217912138131,0.04808327603982749,0.1998888432474698,0.6274307524421096,0.2658838745786112,0.285289198833221,0.9405484160089415,0.6552592171757204,0.04624997516269794,0.17047602569911602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08193465028525
biceps_curl_01,biceps_curl,111.12867670913482,81.13196554041455,2.0148426450613033,179.619558552902,177.6047159078407,12.163368486643021,162.041124140821,120.43249008511694,73.11552687209351,7.659940598125305,179.47083847544488,171.81089787731958,11.556605701762923,104.17111557027938,9.6159694705241,1.2483217587597972,7.9140148469354346,11.698805720118601,3.7847908731831668,0.35400802772798534,1.3837806684364846,10.003157417077006,0.6911146850600044,8.003312596086028,10.94449480685192,2.9411822107658914,0.27480960198883175,1.5825002354755107,175.3819307457992,0.7979329904382798,174.14525880498846,176.64651162481087,2.5012528198224118,0.31393475603799315,1.3009812068428346,174.08585945212042,0.39402875221601463,172.82035439427455,174.5333905813709,1.7130361870963497,0.2590071505410153,1.1592130154218125,179.1748090006077,0.5765978462585521,178.18727764772632,179.995131572448,1.8078539247216838,0.1794182252952255,0.7960991114011335,177.85583141248887,1.2363190239114383,176.0381817826629,179.35844820790663,3.3202664252437444,0.38855085569326087,2.2776680629743,0.6266838791494483,0.26881682602257767,0.2179588448992571,0.9130806697130163,0.6951218248137592,0.044959236155347485,0.18379130008539746,0.6646630928536631,0.26255731576194413,0.285289198833221,0.948139800648751,0.66285060181553,0.044800796391953404,0.16784374905587662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34153503950046
biceps_curl_01,biceps_curl,87.78591974994619,83.24835419630567,2.5380403484041834,178.91422104952812,176.37618070112393,12.22628217569939,160.21388595169591,101.22614869205005,76.52191370432449,8.402750960529348,179.47083847544488,171.06808751491553,11.732915750830221,79.8223343786247,9.839764384032257,1.236397909398764,7.9140148469354346,11.698805720118601,3.7847908731831668,0.2609422558671481,1.3837806684364846,9.805460664681783,0.7433957602834917,8.003312596086028,11.627546979347969,3.624234383261941,0.37009241487920197,1.5825002354755107,175.33692527499272,0.7387967945686653,173.484545026822,176.41205835535771,2.927513328535724,0.3212428256844381,1.4448007357907784,174.2843264789579,0.5532792080173261,172.82035439427455,174.86494288024105,2.0445884859665,0.2652897103105555,1.194807545094136,179.2634408909331,0.6140455989982841,178.1059667462638,179.98762264548802,1.8816558992242278,0.16675255343152026,1.0214167479149978,177.67353606521954,1.1658781708652728,176.0381817826629,179.44376109019964,3.4055793075367546,0.34893522046149295,2.0974801252431234,0.5497755939355568,0.2734404105713106,0.21691844757394585,0.9130806697130163,0.6961622221390704,0.04551555008362192,0.17565510911104298,0.5912497548159796,0.27077614290936936,0.26891348046439734,0.948139800648751,0.6792263201843537,0.044453154462112024,0.15163435279020365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.30972553914788
biceps_curl_02,biceps_curl,148.74521255118515,47.39319047076513,35.48951274290563,179.6096711911696,144.12015844826396,5.070853135650567,28.0120384528078,145.03509074305248,50.00730924751216,34.518828699406754,179.30903212800908,144.79020342860233,5.060364517240109,22.581621569371052,5.223813607731543,8.055203194546163,0.5064661595115855,38.27477174697096,37.76830558745938,1.3889324934055665,16.36356914110356,2.3231073175600554,1.9331808740588807,0.11559573883356684,7.088478885009757,6.972883146176191,0.40744075454284234,0.9045135369262656,177.49473413188667,1.3104098242313689,175.48150247312824,179.57072382654474,4.089221353416491,0.5563356157268162,1.9976997770671119,177.76673057889002,1.5004255135540732,174.11663405446896,179.71535592380172,5.598721869332763,0.6992221722681409,4.483405209548039,175.24249419900715,1.845172291813599,170.76714046439326,178.90078884710846,8.133648382715194,0.8159789718657151,2.865348034280629,169.41648046365293,5.275070202261175,156.18525792462057,175.43386822687907,19.2486103022585,1.7839833010142407,8.90799424975205,0.889790067001948,0.30916583902472006,0.16672417499738434,1.1232834623417125,0.9565592873443282,0.03476531359826722,0.1285230280530616,0.9518451359511799,0.35393663554115656,0.14935326506756397,1.2443225431794902,1.0949692781119262,0.038996071378711236,0.13283862956560522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0936399532395167
biceps_curl_02,biceps_curl,78.85683786892216,57.39935485557237,4.0708375599091315,178.38696243899682,174.31612487908768,9.859827930079513,29.60174093324965,74.58363105124211,54.698100584633714,23.724707582856183,177.50434946296576,153.77964188010958,7.8618170419801325,22.581621569371052,12.149846207561938,11.399037764652807,1.3424999066444223,39.37942919988848,38.03692929324406,4.731443474394549,31.367372358124893,5.150480392462831,2.395180809844592,0.4068159459475622,8.033812420858908,7.626996474911346,0.4198997175930293,1.13993220152976,177.4913887898333,0.7494759726318806,176.23454642112645,179.3439553407316,3.1094089196051584,0.43335610786107576,1.600755102749389,178.48253721637374,1.3497234925880182,174.11663405446896,179.99755185770047,5.880917803231512,0.3027186231711802,1.1735965702656301,177.2194574248891,1.607618086123968,173.1319391756422,178.90078884710846,5.768849671466256,0.7030457781260405,2.865348034280629,174.14051001322113,3.1818379589125074,160.0959382188128,175.77460962350165,15.678671404688856,0.7048105904061489,6.080483488511504,0.4743135686280192,0.31126436499003973,0.16672417499738434,1.090145620531362,0.9234214455339776,0.05011004433843234,0.1285230280530616,0.46365001484511753,0.372239010078051,0.12105081173334697,1.1752256047680736,1.0541747930347265,0.05271407359138863,0.13283862956560522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.668714199208189
biceps_curl_02,biceps_curl,102.3839554133544,67.32304636895351,4.0708375599091315,179.96312245978592,175.89228489987678,7.082476000789682,29.60174093324965,99.8706134928629,65.775856882656,23.724707582856183,178.1570164764217,154.4323088935655,5.579699458543389,20.93345876694427,9.119066239729188,10.405722284916212,1.352045100782141,39.37942919988848,38.027384099106335,3.2816226742189927,31.367372358124893,4.333513803673893,2.7708211840980446,0.3348851323792849,8.033812420858908,7.698927288479623,0.32291279856763094,1.13993220152976,177.35558331389765,1.2333981707665551,174.19982845839868,179.01274899334027,4.812920534941583,0.4853209391883303,4.108470034682597,178.84842606381758,0.8184025075252737,176.7431023570954,179.99755185770047,3.2544495006050624,0.3393487826127141,1.2530098147544777,175.31791074156203,3.522719647997981,167.35210777473367,178.73689027854013,11.384782503806463,0.8705031052743761,8.411605835821348,173.63116653451007,2.6526490127393614,164.6941516670388,175.77460962350165,11.080457956462851,0.6584483121372249,6.296832032854809,0.6255165292617464,0.37445812100222925,0.17660572216866366,1.1098378194619167,0.9332320972932531,0.037093907970310314,0.12240923958295369,0.6388681539012935,0.44972638270865234,0.12105081173334697,1.2057206781424092,1.0846698664090622,0.039962467297097966,0.13652024904605164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.911354874030993
biceps_curl_02,biceps_curl,171.8378365903989,13.77138761374155,122.38905219480698,179.96312245978592,57.57407026497894,2.1436842124586484,14.324033015393212,170.1092409868709,16.40023183277315,111.02330497788876,179.10682667533058,68.08352169744182,2.442900273624902,18.682422993450828,2.165062967785099,1.1293676552019347,0.05419980871924624,4.8511064199577705,4.796906611238525,0.26315658376740286,0.9247439842995409,1.3309741566015705,0.9847248175884854,0.041560353103577856,3.691739086403327,3.650178733299749,0.29656059505820503,0.8775643324845785,177.4424327197167,1.4760238283938913,174.19982845839868,179.92987048085223,5.730042022453546,0.6325140759710509,4.108470034682597,178.04127219910217,1.1073442843483488,175.98664521591647,179.8037383014863,3.8170930855698373,0.6048353865079552,3.5652171311891436,173.20967754761702,2.242072329473216,167.35210777473367,177.35337711563548,10.001269340901814,0.9024106429545351,8.411605835821348,169.72936888820044,4.335709048356377,156.93723318380785,174.7545975755262,17.817364391718343,1.6674277033810223,6.296832032854809,1.0318896901231036,0.1108854222479478,0.6790390642648736,1.116989318519319,0.43795025425444534,0.021750944226695264,0.07787682546963604,1.1147840083390221,0.1279891441315919,0.6671177660340322,1.2057206781424092,0.5386029121083771,0.025633748030015426,0.13652024904605164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3517330700088455
biceps_curl_02,biceps_curl,162.643817670169,29.923374082635323,65.61118921544659,179.74412304042517,114.13293382497858,4.0747974425136295,23.474497053340457,159.23561630771377,35.55070788002357,50.711908922841936,179.10682667533058,128.39491775248865,4.540929781386732,24.61343802097994,2.5004823170683212,2.487590743397854,0.05419980871924624,11.472095544531706,11.41789573581246,0.5615163797285763,3.2008513166039183,1.5529095888953313,1.2142726709411722,0.041560353103577856,4.161682003272265,4.120121650168687,0.33701173020227515,0.9463034039041067,177.86277226951592,1.0317737215985072,176.27563021614995,179.92987048085223,3.654240264702281,0.627228223216652,1.7138797123550091,178.1335031317959,1.1811027301882522,175.98664521591647,179.73764568835657,3.751000472440097,0.6180148748791,3.5652171311891436,174.83630277098752,1.216986845557828,172.60484288704052,177.95554000277193,5.350697115731407,0.38707106095186766,1.652115703353644,169.46955506527271,5.506222261010158,156.93723318380785,176.6336248606088,19.696391676800943,2.3821617826613175,9.122778694575288,0.9686740124077736,0.20583419443299433,0.3481288614614264,1.116989318519319,0.7688604570578925,0.02985949990214621,0.11546075516065668,1.0345611884602126,0.24459356749955172,0.3146132141757333,1.2001091270249618,0.8854959128492285,0.03448844893500875,0.14561226691061802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.369986885456599
biceps_curl_02,biceps_curl,105.58843119620505,56.05942033630986,28.973433667967363,179.41836411942037,150.44493045145302,9.819575860627817,26.369861325833703,99.1460165138935,57.163292471689346,28.70712709336248,178.66489488942378,149.9577677960613,8.919049415179433,27.038799974214676,11.523062791711673,11.987320399439891,0.20818618673092643,35.220377621703925,35.012191434973,3.1507030179242586,11.734170587487565,3.6384190653390522,2.0776284404155922,0.21323593840428617,7.4579447163656205,7.244708777961335,0.5007906484087589,1.5098965344394788,177.71437341257393,0.8515183849184107,175.98181501546222,179.71232043182303,3.7305054163608133,0.5841794292040169,1.7138797123550091,179.06348116343062,0.8618174105763436,176.29202600459263,179.9675382507609,3.6755122461682674,0.29025717480853025,1.812973568041258,176.06586184732205,0.8793408833086147,174.74050928682905,177.95554000277193,3.2150307159428735,0.4891891121387244,1.9306740755364444,172.39621475088927,4.239460388252054,157.91244922166072,176.6336248606088,18.72117563894807,1.2929201458400692,9.122778694575288,0.60894746864214,0.33155860997849956,0.17818458944575688,1.0710707364713457,0.8928861470255888,0.05329018343699179,0.15717162196903722,0.6244338231546397,0.3805812322380566,0.1321679660882651,1.1542900084374914,1.0221220423492263,0.0606925571809588,0.14561226691061802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428282478570384
